lines=1251 (prefix='23:0')
[2026-09-04 23:06:03] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:06:17] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:17] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:06:17] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:06:17] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:18] debug: 	zh:ember:ezsp: ezspIncomingRouteRecordHandler: source=17007 sourceEui=0xa4c13843a9d40f85 lastHopLqi=184 lastHopRssi=-54 relayCount=1 relayList=46460
[2026-09-04 23:06:18] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandStopWithOnOff', cluster 'genLevelCtrl', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:06:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:18] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_brightness_stop'
[2026-09-04 23:06:19] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:19] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:19] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:19] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:19] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:19] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:19] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:19] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:19] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 4 with groupID 0
[2026-09-04 23:06:19] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:19] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:06:19] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:06:20] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:06:20] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:20] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:20] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":2}' from endpoint 2 with groupID 0
[2026-09-04 23:06:20] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:20] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_long_press'
[2026-09-04 23:06:20] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:06:20] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:20] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status 'UNSUPPORTED_ATTRIBUTE')
[2026-09-04 23:06:20] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Status…
[2026-09-04 23:06:21] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:21] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:23] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 4 with groupID 0
[2026-09-04 23:06:23] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:25] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandStopWithOnOff', cluster 'genLevelCtrl', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:06:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_brightness_stop'
[2026-09-04 23:06:25] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":0}' from endpoint 2 with groupID 0
[2026-09-04 23:06:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_release'
[2026-09-04 23:06:25] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:25] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:26] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandOn', cluster 'genOnOff', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:06:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:26] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_on'
[2026-09-04 23:06:26] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:26] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:26] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:26] debug: 	zh:ember:ezsp: ezspIncomingRouteRecordHandler: source=17007 sourceEui=0xa4c13843a9d40f85 lastHopLqi=92 lastHopRssi=-77 relayCount=1 relayList=63192
[2026-09-04 23:06:27] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:27] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:36] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":8,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:36] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed ({"target":17007,"apsFrame":{"profil…
[2026-09-04 23:06:36] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/4 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed ({"targ…
[2026-09-04 23:06:42] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandOff', cluster 'genOnOff', data '{}' from endpoint 2 with groupID 25
[2026-09-04 23:06:42] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:42] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_off'
[2026-09-04 23:06:43] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:43] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:46] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:46] debug: 	zh:controller:endpoint: Error: ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed ({"target":17007,"apsFrame":{"profil…
[2026-09-04 23:06:46] error: 	z2m: Failed to poll currentLevel from LivingRoomMainDimmer (ZCL command 0xa4c13843a9d40f85/5 genLevelCtrl.read(["currentLevel"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed ({"targ…
[2026-09-04 23:06:47] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:47] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":0}' from endpoint 2 with groupID 0
[2026-09-04 23:06:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_release'
[2026-09-04 23:06:54] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":1}' from endpoint 2 with groupID 0
[2026-09-04 23:06:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_press'
[2026-09-04 23:06:54] debug: 	zh:ember:ezsp: ezspIncomingRouteRecordHandler: source=17007 sourceEui=0xa4c13843a9d40f85 lastHopLqi=184 lastHopRssi=-54 relayCount=1 relayList=46460
[2026-09-04 23:06:54] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'commandOff', cluster 'genOnOff', data '{}' from endpoint 2 with groupID 0
[2026-09-04 23:06:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:54] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_off'
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genMultistateInput', data '{"presentValue":0}' from endpoint 2 with groupID 0
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer/action', payload 'switch_1_release'
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'attributeReport', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genLevelCtrl', data '{}' from endpoint 5 with groupID 0
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:06:55] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:55] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:06:55] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 5 with groupID 0
[2026-09-04 23:06:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/LivingRoomMainDimmer', payload '{"a_ep1_ff05_switch_left":{"65285":3},"a_ep1_ff06_switch_left":{"65286":3},"a_ep1_std0010_switch_left":{"switchActions":2},"a_ep1_swbuild_switch_left":{"swBuildId":"1.1.6-bseedv6"},"a_ep2_ff05_switch_middle":{"65285"…
[2026-09-04 23:06:55] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/4 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:55] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":4,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
[2026-09-04 23:06:55] debug: 	zh:controller:endpoint: ZCL command 0xa4c13843a9d40f85/5 genOnOff.read(["onOff"], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2026-09-04 23:06:56] debug: 	z2m: Received Zigbee message from 'LivingRoomMainDimmer', type 'readResponse', cluster 'genOnOff', data '{"onOff":0}' from endpoint 4 with groupID 0
[2026-09-04 23:06:56] debug: 	zh:ember: ~~~> [ZCL to=0xa4c13843a9d40f85:17007 apsFrame={"profileId":260,"clusterId":6,"sourceEndpoint":1,"destinationEndpoint":5,"options":4416,"groupId":0,"sequence":0} header={"frameControl":{"reservedBits":0,"frameType":0,"direction":0,"disableDefaultResponse":true,"manufacturerSpecif…
